province,year,transport_co2_mt,source_file,sheet,sector_label,transport_co2_10k_ton_direct
福建省,2015,20.176436364646413,2015年30个省份排放清单.xlsx,Fujian2015,"Transportation, Storage, Post and Telecommunication Services",2017.6436364646413
福建省,2016,21.47611512563109,2016年30个省份排放清单.xlsx,Fujian2016,"Transportation, Storage, Post and Telecommunication Services",2147.611512563109
福建省,2017,22.711218520299173,2017年30个省份排放清单.xlsx,Fujian2017,"Transportation, Storage, Post and Telecommunication Services",2271.121852029917
福建省,2018,24.100294751909694,2018年30个省份排放清单.xlsx,Fujian2018,"Transportation, Storage, Post and Telecommunication Services",2410.029475190969
福建省,2019,25.989469086781174,2019年30个省份排放清单.xlsx,Fujian2019,"Transportation, Storage, Post and Telecommunication Services",2598.9469086781173
福建省,2020,23.66971840198935,2020年30个省份排放清单.xlsx,Fujian2020,"Transportation, Storage, Post and Telecommunication Services",2366.971840198935
福建省,2021,25.084607773562833,2021年30个省份排放清单.xlsx,Fujian2021,"Transportation, Storage, Post and Telecommunication Services",2508.4607773562834
福建省,2022,23.76073935429823,2022年30个省份排放清单.xlsx,Fujian2022,"Transportation, Storage, Post and Telecommunication Services",2376.073935429823
贵州省,2012,12.881692005086933,2012年30个省份排放清单.xlsx,Guizhou2012,"Transportation, Storage, Post and Telecommunication Services",1288.1692005086934
贵州省,2013,12.28516673141745,2013年30个省份排放清单.xlsx,Guizhou2013,"Transportation, Storage, Post and Telecommunication Services",1228.516673141745
贵州省,2014,13.085602944849644,2014年30个省份排放清单.xlsx,Guizhou2014,"Transportation, Storage, Post and Telecommunication Services",1308.5602944849643
贵州省,2015,14.543917285274414,2015年30个省份排放清单.xlsx,Guizhou2015,"Transportation, Storage, Post and Telecommunication Services",1454.3917285274415
贵州省,2016,16.03006105157598,2016年30个省份排放清单.xlsx,Guizhou2016,"Transportation, Storage, Post and Telecommunication Services",1603.006105157598
贵州省,2017,14.072920160537432,2017年30个省份排放清单.xlsx,Guizhou2017,"Transportation, Storage, Post and Telecommunication Services",1407.2920160537433
贵州省,2018,15.103252816903662,2018年30个省份排放清单.xlsx,Guizhou2018,"Transportation, Storage, Post and Telecommunication Services",1510.3252816903662
贵州省,2019,16.15441905989381,2019年30个省份排放清单.xlsx,Guizhou2019,"Transportation, Storage, Post and Telecommunication Services",1615.4419059893812
贵州省,2020,16.403914572956165,2020年30个省份排放清单.xlsx,Guizhou2020,"Transportation, Storage, Post and Telecommunication Services",1640.3914572956164
贵州省,2021,18.355371303311774,2021年30个省份排放清单.xlsx,Guizhou2021,"Transportation, Storage, Post and Telecommunication Services",1835.5371303311774
贵州省,2022,18.331942275896534,2022年30个省份排放清单.xlsx,Guizhou2022,"Transportation, Storage, Post and Telecommunication Services",1833.1942275896533
辽宁省,2012,34.7527989635968,2012年30个省份排放清单.xlsx,Liaoning2012,"Transportation, Storage, Post and Telecommunication Services",3475.27989635968
辽宁省,2013,32.133765509264876,2013年30个省份排放清单.xlsx,Liaoning2013,"Transportation, Storage, Post and Telecommunication Services",3213.3765509264877
辽宁省,2014,34.92929767417747,2014年30个省份排放清单.xlsx,Liaoning2014,"Transportation, Storage, Post and Telecommunication Services",3492.929767417747
辽宁省,2015,36.67951304911337,2015年30个省份排放清单.xlsx,Liaoning2015,"Transportation, Storage, Post and Telecommunication Services",3667.9513049113366
辽宁省,2016,37.431311023687954,2016年30个省份排放清单.xlsx,Liaoning2016,"Transportation, Storage, Post and Telecommunication Services",3743.1311023687954
辽宁省,2017,38.37700819222912,2017年30个省份排放清单.xlsx,Liaoning2017,"Transportation, Storage, Post and Telecommunication Services",3837.700819222912
辽宁省,2018,37.963943119380374,2018年30个省份排放清单.xlsx,Liaoning2018,"Transportation, Storage, Post and Telecommunication Services",3796.3943119380374
辽宁省,2019,37.696122931232715,2019年30个省份排放清单.xlsx,Liaoning2019,"Transportation, Storage, Post and Telecommunication Services",3769.6122931232717
辽宁省,2020,33.683519900488534,2020年30个省份排放清单.xlsx,Liaoning2020,"Transportation, Storage, Post and Telecommunication Services",3368.3519900488536
辽宁省,2021,35.673560911817546,2021年30个省份排放清单.xlsx,Liaoning2021,"Transportation, Storage, Post and Telecommunication Services",3567.3560911817544
辽宁省,2022,32.18243583281564,2022年30个省份排放清单.xlsx,Liaoning2022,"Transportation, Storage, Post and Telecommunication Services",3218.243583281564
重庆市,2012,14.385247092982281,2012年30个省份排放清单.xlsx,Chongqing2012,"Transportation, Storage, Post and Telecommunication Services",1438.5247092982281
重庆市,2013,15.904015104544035,2013年30个省份排放清单.xlsx,Chongqing2013,"Transportation, Storage, Post and Telecommunication Services",1590.4015104544035
重庆市,2014,14.994073402958668,2014年30个省份排放清单.xlsx,Chongqing2014,"Transportation, Storage, Post and Telecommunication Services",1499.4073402958668
重庆市,2015,17.851140038979608,2015年30个省份排放清单.xlsx,Chongqing2015,"Transportation, Storage, Post and Telecommunication Services",1785.1140038979609
重庆市,2016,19.02229995367942,2016年30个省份排放清单.xlsx,Chongqing2016,"Transportation, Storage, Post and Telecommunication Services",1902.229995367942
重庆市,2017,19.99399959786795,2017年30个省份排放清单.xlsx,Chongqing2017,"Transportation, Storage, Post and Telecommunication Services",1999.399959786795
重庆市,2018,17.886483391867497,2018年30个省份排放清单.xlsx,Chongqing2018,"Transportation, Storage, Post and Telecommunication Services",1788.6483391867496
重庆市,2019,18.47852278847743,2019年30个省份排放清单.xlsx,Chongqing2019,"Transportation, Storage, Post and Telecommunication Services",1847.852278847743
重庆市,2020,17.1506736913831,2020年30个省份排放清单.xlsx,Chongqing2020,"Transportation, Storage, Post and Telecommunication Services",1715.0673691383101
重庆市,2021,17.15928065019352,2021年30个省份排放清单.xlsx,Chongqing2021,"Transportation, Storage, Post and Telecommunication Services",1715.9280650193518
重庆市,2022,14.176615754510944,2022年30个省份排放清单.xlsx,Chongqing2022,"Transportation, Storage, Post and Telecommunication Services",1417.6615754510944
陕西省,2012,18.674207380435874,2012年30个省份排放清单.xlsx,Shaanxi2012,"Transportation, Storage, Post and Telecommunication Services",1867.4207380435873
陕西省,2013,14.416013935922614,2013年30个省份排放清单.xlsx,Shaanxi2013,"Transportation, Storage, Post and Telecommunication Services",1441.6013935922613
陕西省,2014,15.127057300719867,2014年30个省份排放清单.xlsx,Shaanxi2014,"Transportation, Storage, Post and Telecommunication Services",1512.7057300719866
陕西省,2015,14.937172285257486,2015年30个省份排放清单.xlsx,Shaanxi2015,"Transportation, Storage, Post and Telecommunication Services",1493.7172285257486
陕西省,2016,12.953178956017034,2016年30个省份排放清单.xlsx,Shaanxi2016,"Transportation, Storage, Post and Telecommunication Services",1295.3178956017034
陕西省,2017,12.985494488816002,2017年30个省份排放清单.xlsx,Shaanxi2017,"Transportation, Storage, Post and Telecommunication Services",1298.5494488816003
陕西省,2018,14.38389342170446,2018年30个省份排放清单.xlsx,Shaanxi2018,"Transportation, Storage, Post and Telecommunication Services",1438.389342170446
陕西省,2019,14.070685105855167,2019年30个省份排放清单.xlsx,Shaanxi2019,"Transportation, Storage, Post and Telecommunication Services",1407.0685105855168
陕西省,2020,11.826504232912107,2020年30个省份排放清单.xlsx,Shaanxi2020,"Transportation, Storage, Post and Telecommunication Services",1182.6504232912107
陕西省,2021,11.956779265693683,2021年30个省份排放清单.xlsx,Shaanxi2021,"Transportation, Storage, Post and Telecommunication Services",1195.6779265693683
陕西省,2022,10.580087658523325,2022年30个省份排放清单.xlsx,Shaanxi2022,"Transportation, Storage, Post and Telecommunication Services",1058.0087658523325
青海省,2012,2.44271243832544,2012年30个省份排放清单.xlsx,Qinghai2012,"Transportation, Storage, Post and Telecommunication Services",244.27124383254403
青海省,2013,2.5694465417000645,2013年30个省份排放清单.xlsx,Qinghai2013,"Transportation, Storage, Post and Telecommunication Services",256.94465417000646
青海省,2014,2.7533057975339945,2014年30个省份排放清单.xlsx,Qinghai2014,"Transportation, Storage, Post and Telecommunication Services",275.33057975339943
青海省,2015,3.010686104411899,2015年30个省份排放清单.xlsx,Qinghai2015,"Transportation, Storage, Post and Telecommunication Services",301.0686104411899
青海省,2016,3.4713827389152847,2016年30个省份排放清单.xlsx,Qinghai2016,"Transportation, Storage, Post and Telecommunication Services",347.13827389152846
青海省,2017,3.920126337126355,2017年30个省份排放清单.xlsx,Qinghai2017,"Transportation, Storage, Post and Telecommunication Services",392.01263371263553
青海省,2018,4.371247463899059,2018年30个省份排放清单.xlsx,Qinghai2018,"Transportation, Storage, Post and Telecommunication Services",437.1247463899059
青海省,2019,4.524032427580708,2019年30个省份排放清单.xlsx,Qinghai2019,"Transportation, Storage, Post and Telecommunication Services",452.4032427580708
青海省,2020,4.332946813336624,2020年30个省份排放清单.xlsx,Qinghai2020,"Transportation, Storage, Post and Telecommunication Services",433.29468133366237
青海省,2021,4.770341016150283,2021年30个省份排放清单.xlsx,Qinghai2021,"Transportation, Storage, Post and Telecommunication Services",477.0341016150283
青海省,2022,4.9413138618262975,2022年30个省份排放清单.xlsx,Qinghai2022,"Transportation, Storage, Post and Telecommunication Services",494.13138618262974
黑龙江省,2012,17.933726405856802,2012年30个省份排放清单.xlsx,Heilongjiang2012,"Transportation, Storage, Post and Telecommunication Services",1793.3726405856803
黑龙江省,2013,19.37921952616662,2013年30个省份排放清单.xlsx,Heilongjiang2013,"Transportation, Storage, Post and Telecommunication Services",1937.9219526166619
黑龙江省,2014,20.73148063936759,2014年30个省份排放清单.xlsx,Heilongjiang2014,"Transportation, Storage, Post and Telecommunication Services",2073.148063936759
黑龙江省,2015,21.283686128019603,2015年30个省份排放清单.xlsx,Heilongjiang2015,"Transportation, Storage, Post and Telecommunication Services",2128.3686128019604
黑龙江省,2016,21.692254141151956,2016年30个省份排放清单.xlsx,Heilongjiang2016,"Transportation, Storage, Post and Telecommunication Services",2169.2254141151957
黑龙江省,2017,19.913767787473233,2017年30个省份排放清单.xlsx,Heilongjiang2017,"Transportation, Storage, Post and Telecommunication Services",1991.3767787473234
黑龙江省,2018,17.212946714702575,2018年30个省份排放清单.xlsx,Heilongjiang2018,"Transportation, Storage, Post and Telecommunication Services",1721.2946714702575
黑龙江省,2019,17.495316082199412,2019年30个省份排放清单.xlsx,Heilongjiang2019,"Transportation, Storage, Post and Telecommunication Services",1749.5316082199413
黑龙江省,2020,15.363601353477895,2020年30个省份排放清单.xlsx,Heilongjiang2020,"Transportation, Storage, Post and Telecommunication Services",1536.3601353477895
黑龙江省,2021,16.59082904963321,2021年30个省份排放清单.xlsx,Heilongjiang2021,"Transportation, Storage, Post and Telecommunication Services",1659.082904963321
黑龙江省,2022,17.01539563200286,2022年30个省份排放清单.xlsx,Heilongjiang2022,"Transportation, Storage, Post and Telecommunication Services",1701.539563200286
