province,year,transport_value_added_100m_cny,total_generation_100m_kwh,hydro_generation_100m_kwh,thermal_generation_100m_kwh,clean_generation_100m_kwh,hydro_share,clean_power_ratio,nev_stock_10k,gasoline_consumption_10k_ton,diesel_consumption_10k_ton,fuel_total_10k_ton,diesel_share_in_fuel,fuel_intensity_per_100m_cny,public_charging_piles,national_bev_buses
广东省,2023,4904.2,7010.32,370.16,4946.11,2064.21,0.0528021545378813,0.2944530349541818,293.50490714661066,,,,,,563000.0,473900.0
广西壮族自治区,2012,545.3,1133.0,481.6,630.38,502.62,0.4250661959399823,0.4436187113857017,,130.36,410.36,540.72,0.7589140405385412,0.9916009536035212,,
广西壮族自治区,2013,584.6,1265.87,488.95,774.21,491.6599999999999,0.3862560926477442,0.3883969127951526,,106.56,309.25,415.81,0.7437291070440827,0.7112726650701334,,
广西壮族自治区,2014,628.7,1310.03,629.36,647.32,662.7099999999999,0.480416479011931,0.5058739112844743,,115.33,345.21,460.54,0.7495765840100751,0.7325274375695879,,
广西壮族自治区,2015,694.5,1300.0,749.31,516.25,783.75,0.5763923076923076,0.6028846153846154,,131.47,379.73,511.2000000000001,0.742820813771518,0.7360691144708424,,
广西壮族自治区,2016,742.7,1346.51,654.38,574.49,772.02,0.4859822801167462,0.5733488796964004,,184.81,352.12,536.9300000000001,0.6558024323468608,0.7229433149320049,,
广西壮族自治区,2017,810.7,1401.11,629.34,617.35,783.7599999999999,0.4491724418496763,0.5593850589889444,,223.45,380.13,603.5799999999999,0.6297922396368336,0.7445170840014801,,
广西壮族自治区,2018,873.8,1752.02,701.12,820.61,931.41,0.4001780801589023,0.5316206435999589,,225.57,353.0,578.5699999999999,0.6101249632715143,0.6621309224078736,,
广西壮族自治区,2019,880.6,1846.27,593.41,1006.51,839.76,0.3214101946085892,0.4548413828963261,,222.57,341.52,564.0899999999999,0.6054353028772005,0.6405746082216669,,324464.0
广西壮族自治区,2020,850.3,1970.88,614.47,1064.89,905.99,0.31177443578503,0.4596880581263192,,235.05,256.03,491.08,0.5213610816974831,0.5775373397624368,,
广西壮族自治区,2021,998.5,2081.93,517.36,1194.62,887.31,0.2485001897278006,0.4261958855485054,,246.17,267.42,513.59,0.520687708094005,0.5143615423134702,,419500.0
广西壮族自治区,2022,1003.3,2115.91,605.78,1090.79,1025.12,0.2862976213544054,0.4844818541431346,43.510851591164354,265.19,309.44,574.63,0.5385030367366828,0.5727399581381442,,455500.0
广西壮族自治区,2023,1075.3,2382.92,400.46,1408.15,974.77,0.1680543199100263,0.4090653483960854,64.17614942196532,,,,,,65000.0,473900.0
新疆维吾尔自治区,2012,296.7,1051.6,105.66,903.24,148.3599999999999,0.1004754659566375,0.1410802586534803,,88.0,211.0,299.0,0.705685618729097,1.007751937984496,,
新疆维吾尔自治区,2013,320.0,1667.82,206.95,1357.29,310.53,0.1240841337794246,0.1861891571032845,,90.0,299.0,389.0,0.7686375321336761,1.215625,,
新疆维吾尔自治区,2014,400.7,2090.93,161.38,1759.59,331.3399999999999,0.0771809673207615,0.1584653718680204,,93.0,309.0,402.0,0.7686567164179104,1.0032443224357377,,
新疆维吾尔自治区,2015,438.4,2479.0,209.05,2059.96,419.04,0.0843283582089552,0.169035901573215,,110.68,363.69,474.37,0.7666800177076966,1.0820483576642337,,
新疆维吾尔自治区,2016,463.5,2719.13,224.75,2219.36,499.77,0.082655113951889,0.1837977588419825,,120.25,383.5,503.75,0.7612903225806451,1.086839266450917,,
新疆维吾尔自治区,2017,556.7,3010.78,243.5,2368.88,641.9000000000001,0.0808760520529563,0.2132005659662944,,120.75,384.5,505.25,0.7610094012864919,0.9075803844081192,,
新疆维吾尔自治区,2018,733.5,3283.25,245.9,2572.95,710.3000000000002,0.074895301911216,0.2163405162567578,,129.96,409.45,539.41,0.7590700951039099,0.7353919563735514,,
新疆维吾尔自治区,2019,765.6,3670.49,292.0,2829.19,841.2999999999997,0.0795534111249451,0.2292064547240286,,127.88,413.34,541.22,0.7637190052104503,0.7069226750261233,,324464.0
新疆维吾尔自治区,2020,613.2,4121.86,268.2,3262.87,858.9899999999998,0.0650677121493694,0.2083986355674379,,95.05,341.82,436.87,0.7824295557030695,0.7124429223744292,,
新疆维吾尔自治区,2021,746.1,4683.55,275.63,3675.91,1007.6400000000004,0.0588506581546049,0.215144495094533,,121.85,343.19,465.04,0.7379795286426974,0.623294464548988,,419500.0
新疆维吾尔自治区,2022,937.1,4793.44,341.2,3667.81,1125.6299999999997,0.0711806135051236,0.2348271804799892,4.883871096967427,99.33,364.38,463.71,0.7857928446658472,0.4948351296553195,,455500.0
新疆维吾尔自治区,2023,1120.3,5130.66,350.26,3866.77,1263.89,0.0682680200987787,0.2463406267419786,12.117175065685757,,,,,,8300.0,473900.0
江苏省,2012,2369.5,3928.4,11.13,3669.74,258.6600000000003,0.0028332145402708,0.0658436004480196,,490.552,420.29,910.842,0.4614301931619314,0.3844026165857776,,
江苏省,2013,2443.5,4320.68,11.09,4099.24,221.4400000000005,0.0025667256080061,0.0512511919420092,,512.95,450.62,963.57,0.4676567348506076,0.3943400859422959,,
江苏省,2014,2610.3,4347.57,11.28,4049.84,297.7299999999996,0.002594552819161,0.0684819335858881,,540.31,476.14,1016.45,0.4684342564808894,0.3893996858598628,,
江苏省,2015,2452.9,4361.0,11.69,4053.3,307.6999999999998,0.0026805778491171,0.0705572116487043,,549.71,498.65,1048.36,0.4756476782784539,0.4273961433405357,,
江苏省,2016,2553.9,4709.37,17.35,4403.02,306.34999999999945,0.0036841445883419,0.0650511639561129,,562.75,512.43,1075.1799999999998,0.4765992670994624,0.420995340459689,,
江苏省,2017,2764.0,4914.74,29.02,4529.84,384.8999999999997,0.0059046867179138,0.078315434794109,,580.09,537.11,1117.2,0.4807644110275689,0.4041968162083936,22075.0,
江苏省,2018,2987.5,5085.08,33.22,4578.08,507.0,0.0065328372414986,0.099703446160139,,592.16,575.6,1167.76,0.492909501952456,0.3908820083682008,28954.0,
江苏省,2019,3316.4,5166.43,30.76,4468.81,697.6199999999999,0.0059538211105153,0.135029411024634,,606.18,604.29,1210.4699999999998,0.4992193115071006,0.3649951754914967,61000.0,324464.0
江苏省,2020,3702.2,5217.54,32.17,4433.91,783.6300000000001,0.0061657409430497,0.150191469543118,,631.76,643.17,1274.9299999999998,0.5044747554767713,0.3443709145913241,120495.0,
江苏省,2021,4369.1,5968.89,31.44,4841.31,1127.58,0.0052673110075742,0.1889094957353879,,515.4,686.07,1201.47,0.5710254937701316,0.274992561397084,97000.0,419500.0
江苏省,2022,4364.2,6077.31,31.28,4752.69,1324.6200000000008,0.0051470140572062,0.2179615652319859,97.67742193934856,478.4,698.4,1176.8,0.5934738273283481,0.2696485037349342,130000.0,455500.0
江苏省,2023,4897.7,6390.53,30.99,4961.45,1429.08,0.004849363041876,0.2236246445912936,165.60139256437202,,,,,,167900.0,473900.0
江西省,2012,636.3,664.7,48.24,609.27,55.430000000000064,0.0725740935760493,0.0833910034602077,,88.13,228.05,316.18,0.7212663672591562,0.4969039761118969,,
江西省,2013,684.4,875.41,128.93,745.34,130.06999999999994,0.1472795604345392,0.1485818073816839,,84.29,316.32,400.61,0.7895958663038866,0.585344827586207,,
江西省,2014,715.9,873.33,133.5,729.19,144.14,0.1528631788670949,0.1650464314749292,,94.91,313.48,408.39,0.767599598423076,0.5704567677049868,,
江西省,2015,760.4,982.0,178.31,780.47,201.53,0.1815784114052953,0.205224032586558,,118.0,328.0,446.0,0.7354260089686099,0.5865334034718569,,
江西省,2016,828.2,1085.35,198.53,856.93,228.42,0.182917952734141,0.2104574561201455,,120.0,332.0,452.0,0.7345132743362832,0.5457618932624969,,
江西省,2017,903.6,1128.82,144.17,939.42,189.4,0.1277174394500451,0.1677858294502223,,130.0,336.0,466.0,0.721030042918455,0.5157149181053563,,
江西省,2018,1031.8,1281.29,120.92,1073.43,207.8599999999999,0.0943736390668779,0.162227130470073,,166.0,351.0,517.0,0.6789168278529981,0.5010660980810234,,
江西省,2019,1098.8,1375.9,167.74,1100.96,274.94000000000005,0.1219129297187295,0.1998255687186569,,184.46,379.9,564.36,0.6731518888652632,0.5136148525664361,,324464.0
江西省,2020,1015.1,1444.71,144.89,1167.39,277.31999999999994,0.1002900236033529,0.1919554789542537,,191.0,375.0,566.0,0.6625441696113075,0.557580533937543,,
江西省,2021,1198.0,1563.27,135.55,1243.82,319.45000000000005,0.0867092696719056,0.2043472976517172,,244.7,323.23,567.9300000000001,0.5691370415368091,0.4740651085141903,,419500.0
江西省,2022,1262.1,1725.05,162.04,1332.63,392.4199999999999,0.0939335091736471,0.2274832613547432,23.53137892175216,216.81,328.36,545.1700000000001,0.6023075370985197,0.4319546787100864,,455500.0
江西省,2023,1355.0,1852.6,159.94,1412.62,439.98,0.0863327215804814,0.2374932527258987,36.35152519705728,,,,,,32100.0,473900.0
河北省,2012,2223.5,2370.9,3.27,2193.17,177.73000000000002,0.001379223079843,0.0749630941836433,,103.26687,417.2,520.46687,0.8015880050155738,0.234075498088599,,
河北省,2013,2308.0,2507.28,10.93,2334.06,173.22000000000023,0.0043593057017963,0.0690868191825405,,98.94,408.86,507.8,0.8051595116187475,0.2200173310225303,,
河北省,2014,2350.0,2499.9,10.97,2292.92,206.98,0.004388175527021,0.0827953118124725,,66.85,401.57,468.42,0.8572861961487555,0.199327659574468,,
河北省,2015,2416.1,2498.0,9.98,2271.73,226.27,0.0039951961569255,0.0905804643714972,,72.85,389.52,462.37,0.8424421999697211,0.1913703902984148,,
河北省,2016,2427.1,2630.59,22.26,2372.47,258.12000000000035,0.0084619800120885,0.0981224744258893,,77.8,467.84,545.64,0.8574151455171908,0.2248115034403197,,
河北省,2017,2559.9,2817.1,18.64,2484.51,332.5899999999997,0.0066167335202868,0.1180611266905682,,80.31,395.21,475.52,0.831111204576043,0.185757256142818,9875.0,
河北省,2018,2625.7,3133.18,10.54,2809.74,323.44000000000005,0.0033639944082369,0.103230583624305,,94.32,319.82,414.14,0.7722509296373207,0.1577255588985794,11323.0,
河北省,2019,2904.6,3297.66,16.44,2787.25,510.4099999999999,0.0049853532504867,0.1547794496703723,,63.35,359.08,422.43,0.8500343252136449,0.1454348275149762,,324464.0
河北省,2020,2831.8,3425.07,15.17,2831.73,593.3400000000001,0.0044291065584061,0.1732344156469795,,40.35,304.22,344.57000000000005,0.8828975244507646,0.1216787908750618,,
河北省,2021,3188.0,3513.42,24.0,2698.74,814.6800000000003,0.0068309510391584,0.2318766330242328,,74.06,346.29,420.35,0.8238134887593672,0.13185382685069,,419500.0
河北省,2022,3197.6,3792.87,37.21,2725.56,1067.31,0.0098105128833838,0.2813990461049284,43.510851591164354,71.32,315.11,386.43,0.8154387599306472,0.120850012509382,,455500.0
河北省,2023,3501.2,4125.94,58.29,2864.76,1261.1799999999994,0.0141276896901069,0.3056709501349994,76.29332448765108,,,,,,59900.0,473900.0
河南省,2012,1411.5,2626.9,120.99,2422.41,204.49000000000024,0.046058091286307,0.0778446077125129,,185.0,450.0,635.0,0.7086614173228346,0.4498760184201204,,
河南省,2013,1646.5,2864.0,114.71,2741.34,122.65999999999984,0.0400523743016759,0.0428282122905027,,253.5,455.0,708.5,0.6422018348623854,0.4303067112055876,,
河南省,2014,1903.7,2729.87,94.87,2613.12,116.75,0.0347525706352317,0.0427676043181543,,238.0,458.0,696.0,0.6580459770114943,0.3656038241319536,,
河南省,2015,2048.7,2625.0,110.16,2481.3,143.69999999999982,0.0419657142857142,0.054742857142857,,270.67,461.45,732.12,0.6302928481669672,0.3573583247913311,,
河南省,2016,2230.4,2652.66,95.54,2526.05,126.60999999999969,0.0360166775990892,0.0477294489305073,,220.7773,483.178,703.9553,0.6863759673376989,0.3156184092539454,,
河南省,2017,2433.7,2739.63,102.32,2575.94,163.69000000000003,0.0373481090512222,0.0597489442004942,,119.635482,600.101475,719.7369570000001,0.8337788815254626,0.2957377478736081,,
河南省,2018,2861.1,3050.14,143.75,2774.96,275.17999999999984,0.0471289842433462,0.0902188096284104,,195.04,667.24,862.28,0.7738089715637613,0.3013805878857782,,
河南省,2019,2858.5,2888.31,145.06,2553.5,334.80999999999995,0.0502231408678431,0.1159189976145219,,196.08,673.24,869.32,0.7744443933189159,0.3041175441665209,,324464.0
河南省,2020,2540.3,2906.12,140.21,2515.14,390.98,0.0482464591964543,0.1345367706770539,,201.9,693.24,895.14,0.7744486895904551,0.3523757036570483,17782.0,
河南省,2021,2818.9,3039.08,116.29,2458.77,580.31,0.038264869631599,0.1909492346367979,,195.84,779.2,975.04,0.7991467016737774,0.3458937883571606,,419500.0
河南省,2022,3034.6,3429.77,122.49,2719.92,709.8499999999999,0.0357137650629634,0.2069672310388159,83.46979692998876,210.92,839.2,1050.12,0.7991467641793318,0.3460489026560338,68000.0,455500.0
河南省,2023,3110.5,3534.64,129.5,2666.65,867.9899999999998,0.0366373944729873,0.2455667338116469,130.59622015239097,,,,,,89900.0,473900.0
浙江省,2012,1237.9,2710.0,121.97,2214.77,495.23,0.0450073800738007,0.1827416974169741,,338.0,353.0,691.0,0.5108538350217077,0.5582034089991114,,
浙江省,2013,1312.7,2941.8,173.28,2412.8,529.0,0.0589027126249235,0.1798218777619144,,328.73,368.86,697.59,0.5287633136942903,0.5314161651557858,,
浙江省,2014,1393.6,2885.29,176.24,2314.72,570.5700000000002,0.0610822482315469,0.1977513525503502,,339.93444000000005,362.9828,702.91724,0.5163947892357854,0.5043895235361654,,
浙江省,2015,1511.4,3011.0,229.06,2222.25,788.75,0.0760743938890734,0.2619561607439389,,351.0,381.0,732.0,0.5204918032786885,0.4843191742755061,,
浙江省,2016,1618.8,3197.66,274.41,2374.01,823.6499999999996,0.0858158778606856,0.2575789796288535,,388.8,331.97,720.77,0.4605768830556211,0.4452495675809241,,
浙江省,2017,1756.7,3312.33,198.73,2554.51,757.8199999999997,0.0599970413575942,0.2287875906084236,,443.792,311.0,754.7919999999999,0.4120340438160447,0.4296647122445494,9866.0,
浙江省,2018,1868.2,3438.44,180.04,2595.26,843.1799999999998,0.0523609543862914,0.2452216702923418,,468.23,296.0,764.23,0.387317954019078,0.4090729043999572,13199.0,
浙江省,2019,1968.2,3537.65,256.58,2500.95,1036.7000000000005,0.0725283733551934,0.2930476446228429,,416.72,275.0,691.72,0.3975597062395188,0.3514480235748399,33188.0,324464.0
浙江省,2020,1916.2,3531.31,209.09,2442.63,1088.6799999999998,0.0592103213821499,0.3082935228003205,,430.86,272.5,703.36,0.3874260691537761,0.367059805865776,,
浙江省,2021,2358.2,4222.5,237.68,3048.54,1173.96,0.0562889283599763,0.2780248667850799,,447.85,277.95,725.8,0.3829567373932213,0.307777118140955,82000.0,419500.0
浙江省,2022,2356.9,4349.86,246.44,3062.44,1287.4199999999996,0.0566546969327748,0.2959681461012537,133.9482,451.1,277.95,729.05,0.381249571359989,0.3093258093258093,65976.0,455500.0
浙江省,2023,2684.4,4580.7,210.33,3201.69,1379.0099999999998,0.045916562970725,0.3010478747789639,204.0829,,,,,,142000.0,473900.0
海南省,2012,125.5,192.0,8.91,179.25,12.75,0.04640625,0.06640625,,9.62,75.65,85.27000000000001,0.8871818928110706,0.6794422310756973,,
海南省,2013,136.4,231.44,23.93,200.62,30.82,0.1033961285862426,0.1331662633944002,,10.9,57.43,68.33,0.8404800234157764,0.5009530791788857,,
海南省,2014,151.1,244.55,24.59,213.47,31.080000000000013,0.1005520343488039,0.1270905745246371,,13.63,49.31,62.940000000000005,0.7834445503654274,0.4165453342157512,,
海南省,2015,177.7,261.0,11.39,234.42,26.580000000000013,0.043639846743295,0.1018390804597701,,14.3,51.89,66.19,0.7839552802538148,0.3724817107484524,,
海南省,2016,189.7,287.73,19.13,199.95,87.78000000000003,0.0664859416814374,0.3050776769888438,,17.69,41.95,59.64,0.7033869885982562,0.3143911439114391,,
海南省,2017,214.9,299.32,20.81,195.45,103.87,0.06952425497795,0.3470199118000802,,18.95,42.37,61.31999999999999,0.6909654272667972,0.2853420195439739,,
海南省,2018,225.4,323.37,25.51,211.23,112.14,0.0788879611590438,0.3467854160868355,,15.71,36.04,51.75,0.6964251207729468,0.2295918367346938,,
海南省,2019,240.5,345.68,17.27,212.46,133.22,0.0499595001157139,0.3853853274704929,,15.94,36.04,51.98,0.6933435936898807,0.2161330561330561,,324464.0
海南省,2020,218.1,345.53,16.68,213.06,132.46999999999997,0.0482736665412554,0.3833820507625965,,15.42,33.82,49.24,0.6868399675060926,0.2257679963319578,,
海南省,2021,258.8,391.23,18.07,254.39,136.84000000000003,0.0461876645451524,0.3497686782710938,,16.72,34.52,51.24,0.6736924277907885,0.1979907264296754,,419500.0
海南省,2022,257.2,405.71,28.22,245.28,160.42999999999998,0.0695570727859801,0.3954302334179586,18.647507824784725,16.71,34.52,51.23,0.6738239312902596,0.1991835147744945,19000.0,455500.0
海南省,2023,290.7,478.89,21.17,306.04,172.84999999999997,0.0442063939526822,0.3609388377289147,28.273408486600104,,,,,,40100.0,473900.0
湖北省,2012,1109.3,2174.1,1346.49,744.49,1429.61,0.6193321374361805,0.6575640494917437,,291.69532350000003,310.5619235,602.257247,0.5156632403295929,0.5429164761561345,,
湖北省,2013,1304.9,2237.26,1202.96,1021.59,1215.67,0.5376934285688744,0.543374484860946,,328.44,349.69,678.13,0.5156680872399098,0.5196796689401486,,
湖北省,2014,1464.6,2382.31,1410.5,933.34,1448.9699999999998,0.5920724003173391,0.6082205926180891,,354.7874139151876,372.479019704826,727.2664336200136,0.51216308423694,0.4965631801311031,,
湖北省,2015,1560.0,2341.0,1328.47,962.35,1378.65,0.5674797095258437,0.5889149935924819,,367.29,362.56,729.85,0.4967596081386586,0.4678525641025641,,
湖北省,2016,1665.8,2479.02,1410.72,1016.5,1462.52,0.5690635815765908,0.5899589353857573,,416.33,505.108964051709,921.438964051709,0.5481740883092974,0.5531510169598446,,
湖北省,2017,1891.1,2615.46,1499.39,1043.1,1572.36,0.5732796525276624,0.6011791424835402,,419.643251,510.191842438533,929.835093438533,0.548690672183432,0.4916900710901237,6214.0,
湖北省,2018,2046.4,2835.82,1484.08,1238.39,1597.43,0.5233336389474649,0.5633044410435077,,416.39,503.45,919.84,0.5473234475560967,0.4494917904612978,8408.0,
湖北省,2019,2245.5,2957.5,1356.98,1469.94,1487.56,0.4588267117497887,0.5029788672865596,,458.17,560.63,1018.8,0.5502846486062034,0.4537074148296593,,324464.0
湖北省,2020,1748.3,3015.84,1647.22,1222.23,1793.61,0.5461894530213804,0.5947298265159956,,407.03,489.84,896.8699999999999,0.5461661110305842,0.5129954813247154,,
湖北省,2021,2257.5,3292.37,1598.89,1476.01,1816.36,0.4856349681232669,0.5516876900226888,,496.49,577.5,1073.99,0.53771450385944,0.4757430786267995,,419500.0
湖北省,2022,2404.2,3108.73,1219.96,1595.53,1513.2,0.392430349370965,0.4867582581954689,39.51495705728192,450.81,522.29,973.1,0.5367279827355873,0.4047500207969386,101000.0,455500.0
湖北省,2023,2847.1,3206.02,1312.61,1498.28,1707.74,0.4094204028671062,0.5326666708255096,63.72736516027325,,,,,,170000.0,473900.0
湖南省,2012,1023.8,1260.1,501.75,742.16,517.9399999999999,0.3981826839139751,0.4110308705658281,,133.24,324.01,457.25,0.7086057955166758,0.4466204336784528,,
湖南省,2013,1110.9,1355.53,507.14,841.89,513.64,0.3741267253399039,0.3789218977079076,,141.23,396.96,538.1899999999999,0.7375833813337298,0.4844630479791159,,
湖南省,2014,1193.2,1313.7,535.87,750.05,563.6500000000001,0.407908959427571,0.429055339879729,,152.27,438.0,590.27,0.7420333067918071,0.4946949379818974,,
湖南省,2015,1261.4,1314.0,572.52,698.51,615.49,0.4357077625570776,0.4684094368340943,,167.44,500.63,668.0699999999999,0.7493675812414867,0.5296258125891865,,
湖南省,2016,1320.3,1385.09,621.51,723.32,661.7699999999999,0.4487145239659517,0.477781227212672,,188.474335083944,503.24604726278017,691.7203823467241,0.7275281459185463,0.5239115218864835,,
湖南省,2017,1452.7,1434.67,597.37,786.52,648.1500000000001,0.4163814675151777,0.4517763666905979,,208.413650361775,457.202171263967,665.615821625742,0.6868859729735204,0.458192208732527,,
湖南省,2018,1529.2,1532.73,537.23,923.42,609.3100000000001,0.3505053075231776,0.3975325073561554,,248.77,470.92,719.69,0.6543372841084355,0.470631702851164,,
湖南省,2019,1648.3,1559.42,543.97,914.6,644.82,0.3488284105629016,0.4134998909851098,,255.47,489.29,744.76,0.6569767441860466,0.4518352241703573,,324464.0
湖南省,2020,1626.5,1554.43,573.66,851.87,702.5600000000001,0.3690484614939238,0.4519727488532774,,244.94,477.35,722.29,0.6608841324121891,0.4440762373193974,,
湖南省,2021,1893.8,1741.86,537.59,1016.7,725.1599999999999,0.308629855441884,0.416313595811374,,315.15,560.19,875.34,0.6399684693947495,0.4622135389164643,,419500.0
湖南省,2022,2070.5,1768.11,505.98,1027.43,740.6799999999998,0.2861699781122215,0.4189105881421404,36.40703908648447,316.99,581.68,898.67,0.6472676288292699,0.434035257184255,,455500.0
湖南省,2023,2394.8,1797.48,376.28,1124.65,672.8299999999999,0.2093375169681999,0.3743184903309077,55.200464188124016,,,,,,54183.0,473900.0
甘肃省,2012,332.6,1083.2,274.85,717.51,365.69000000000005,0.2537389217134416,0.3376015509601182,,19.4,180.6,200.0,0.903,0.6013229104028863,,
甘肃省,2013,351.7,1201.94,332.98,734.64,467.30000000000007,0.2770354593407325,0.3887881258631879,,29.69,264.57,294.26,0.8991028342282336,0.8366789877736708,,
甘肃省,2014,346.4,1241.13,354.74,730.96,510.1700000000001,0.2858201799972605,0.4110528308879811,,33.83,264.57,298.4,0.8866286863270778,0.8614318706697459,,
甘肃省,2015,343.4,1242.0,335.98,718.65,523.35,0.2705152979066023,0.4213768115942029,,41.0,234.0,275.0,0.850909090909091,0.8008153756552127,,
甘肃省,2016,344.9,1214.33,313.51,704.18,510.15,0.258175290077656,0.4201082078183031,,48.0,205.0,253.0,0.8102766798418972,0.7335459553493767,,
甘肃省,2017,379.5,1349.15,374.15,713.92,635.2300000000001,0.2773227587740429,0.4708371937886818,,54.48,202.0,256.48,0.7875857766687461,0.675836627140975,,
甘肃省,2018,408.5,1531.43,411.92,803.44,727.99,0.2689773610285811,0.4753661610390288,,51.5,194.2,245.7,0.7903947903947904,0.601468788249694,,
甘肃省,2019,432.6,1630.5,496.12,787.82,842.68,0.3042747623428396,0.5168230604109169,,53.6,190.2,243.8,0.7801476620180476,0.5635691169671752,,324464.0
甘肃省,2020,400.3,1762.35,506.81,875.95,886.3999999999999,0.2875762476239112,0.5029647913297585,,51.8,188.3,240.1,0.7842565597667638,0.5998001498875843,,
甘肃省,2021,454.7,1896.82,451.8,1006.78,890.04,0.2381881253888086,0.4692274438270368,,57.15,166.5,223.65,0.744466800804829,0.4918627666593358,,419500.0
甘肃省,2022,530.8,1954.14,374.65,1051.28,902.86,0.1917211663442742,0.4620242152558159,5.771847660052415,43.5,202.59,246.09,0.8232354016823114,0.4636209495101733,,455500.0
甘肃省,2023,639.7,2108.97,373.49,1050.2,1058.7699999999998,0.177095928344168,0.5020317975125298,10.322038018917498,,,,,,11200.0,473900.0
福建省,2012,949.7,1622.6,476.21,1118.29,504.31,0.2934857635893011,0.3108036484654258,,97.0,290.6,387.6,0.7497420020639834,0.4081288828050963,,
福建省,2013,986.7,1777.18,402.68,1263.03,514.1500000000001,0.2265836887653473,0.2893066543625294,,137.5,264.71,402.21,0.6581387832226946,0.4076314989358467,,
福建省,2014,1045.3,1873.41,415.08,1246.13,627.28,0.2215638861754768,0.3348332719479451,,167.4,285.82,453.22,0.6306429548563611,0.4335788768774515,,
福建省,2015,1117.1,1901.0,466.07,1081.26,819.74,0.2451709626512362,0.4312151499210941,,190.95,280.6,471.55,0.5950588484784223,0.4221197744158984,,
福建省,2016,1191.9,2007.43,644.39,900.2,1107.23,0.3210024758023941,0.5515659325605375,,215.11,286.58,501.69,0.5712292451513883,0.4209161842436446,,
福建省,2017,1317.9,2200.67,454.61,1121.19,1079.48,0.2065779967010046,0.4905233406189933,,230.0,277.73,507.73,0.5470033285407598,0.3852568480157827,,
福建省,2018,1385.3,2494.16,374.59,1398.71,1095.4499999999998,0.150186836449947,0.4392059851813836,,237.87,279.45,517.3199999999999,0.5401878914405011,0.3734353569623908,,
福建省,2019,1429.5,2577.96,442.35,1411.24,1166.72,0.1715891635246474,0.4525749041878074,,251.87,295.08,546.95,0.5395008684523265,0.3826162994053865,,324464.0
福建省,2020,1385.5,2651.05,291.77,1565.31,1085.7400000000002,0.1100582787951943,0.4095509326493277,,241.63,283.36,524.99,0.5397436141640793,0.3789173583543847,,
福建省,2021,1629.2,2950.8,274.28,1722.42,1228.38,0.0929510641182052,0.4162871085807239,,250.33,305.7,556.03,0.549790478930993,0.3412902037809968,,419500.0
福建省,2022,1713.4,3088.8,386.95,1601.13,1487.67,0.1252751877751877,0.4816336441336441,36.40703908648447,239.16,292.56,531.72,0.5502143985556308,0.3103303373409595,67000.0,455500.0
福建省,2023,1734.2,3302.52,368.51,1793.46,1509.06,0.1115844869978077,0.4569419715853348,53.40532714135575,,,,,,84900.0,473900.0
贵州省,2012,338.0,1548.4,511.65,1025.42,522.98,0.330437871351072,0.3377551020408163,,112.21,278.02,390.23,0.7124516310893576,1.1545266272189347,,
贵州省,2013,385.8,1678.12,477.8,1185.44,492.67999999999984,0.2847233809262746,0.2935904464519819,,99.9,238.5,338.4,0.7047872340425533,0.8771384136858476,,
贵州省,2014,424.9,1747.67,680.66,1047.21,700.46,0.3894671190785445,0.4007964890396928,,106.58,252.5,359.08,0.7031859195722402,0.8450929630501295,,
贵州省,2015,457.7,1815.0,789.22,983.94,831.06,0.434831955922865,0.4578842975206611,,142.84,291.17,434.01,0.6708831593742081,0.9482412060301508,,
贵州省,2016,506.7,1903.99,733.73,1114.21,789.78,0.3853644189307717,0.4148025987531447,,174.09,303.1,477.19000000000005,0.6351767639724218,0.9417604104993094,,
贵州省,2017,580.2,1899.1,699.91,1134.42,764.6799999999998,0.3685482597019641,0.4026538886841134,,160.046,239.565,399.611,0.5994955093828749,0.68874698379869,,
贵州省,2018,660.0,2015.98,711.24,1221.96,794.02,0.3528011190587208,0.3938630343554995,,190.8,231.58,422.38,0.5482740660069132,0.639969696969697,,
贵州省,2019,700.8,2206.55,769.36,1339.53,867.0200000000002,0.348671002243321,0.3929301398110172,,211.49,239.48,450.97,0.5310331064150609,0.6435074200913243,,324464.0
贵州省,2020,686.0,2305.44,831.16,1332.11,973.3300000000002,0.3605212020265111,0.4221883892011938,,229.1,245.5,474.6,0.5172777075431942,0.6918367346938776,,
贵州省,2021,775.9,2368.4,734.46,1446.58,921.8200000000002,0.3101080898496876,0.3892163485897653,,260.23,279.0,539.23,0.5174044470819502,0.6949735790694678,,419500.0
贵州省,2022,770.8,2299.01,678.43,1401.97,897.0400000000002,0.2950965850518266,0.3901853406466262,17.315542980157243,270.45,285.0,555.45,0.5130974885228193,0.7206149455111573,,455500.0
贵州省,2023,826.2,2368.8,431.62,1676.44,692.3600000000001,0.1822104018912529,0.2922830124957785,29.170977009984234,,,,,,31700.0,473900.0
辽宁省,2012,854.0,1414.7,36.5,1282.27,132.43000000000006,0.025800523079098,0.0936099526401357,,294.73,568.35,863.08,0.6585136951383418,1.010632318501171,,
辽宁省,2013,890.9,1553.86,61.11,1333.65,220.2099999999998,0.0393278673754392,0.1417180440966366,,292.52,537.6,830.12,0.6476172119693538,0.931776854865866,,
辽宁省,2014,960.5,1647.82,42.46,1364.11,283.71000000000004,0.0257673775048245,0.1721729315095095,,301.54,580.7,882.24,0.6582109176641278,0.9185216033315982,,
辽宁省,2015,1053.7,1665.0,32.28,1353.99,311.01,0.0193873873873873,0.1867927927927928,,311.23,590.39,901.62,0.6548102304740356,0.8556704944481351,,
