province,year,transport_co2_est_10k_ton,nev_stock_10k,gdp_per_capita_yuan,urbanization_rate,passenger_turnover_100m_pkm,freight_turnover_100m_tkm,road_mileage_10k_km,tertiary_share,gdp_100m_cny,tertiary_value_added_100m_cny,resident_population_10k_person,urban_population_10k_person
重庆市,2017,1552.57218,1.3333333333333333,64442.748091603054,0.65,496.341228,3374.340113,14.7881342,0.519708007581142,20260.8,10529.7,3144.0,2043.6
重庆市,2018,1294.99965,2.6666666666666665,69133.10148593108,0.6661,493.102412,3597.910767,15.7483407,0.532583642782666,21866.8,11645.9,3163.0,2106.8743
重庆市,2019,1301.7168000000001,4.0,74308.6574654956,0.6824,487.94907164,3614.15344739738,17.428374,0.5520650411995138,23689.6,13078.2,3188.0,2175.4912
重庆市,2020,1261.6326,7.0,78398.5665316298,0.6946,271.10714,3527.39027,18.079635,0.544894089776255,25158.1,13708.5,3209.0,2228.9714
重庆市,2021,1289.37951,12.0,87461.08343711084,0.7031999999999999,281.17308045,3846.48490952,18.4106194,0.5514176381596512,28092.5,15490.7,3212.0,2258.6784
重庆市,2022,1054.0302299999998,27.527273455634592,89548.08590102708,0.7096000000000001,206.60364698,3880.22919845,18.6136992,0.5658943826941658,28771.8,16281.8,3213.0,2279.9448
重庆市,2023,818.6809499999998,44.87842616920651,95939.51739266688,0.7167,411.69,3928.51934951,18.6598,0.567760817657108,30614.3,17381.6,3191.0,2286.9897
陕西省,2012,1654.99065,0.0,37791.127541589645,0.49710000000000004,897.97293,3192.14320247887,16.1411,0.3762289068231841,14311.5,5384.4,3787.0,1882.5177
陕西省,2013,1219.54455,0.0,42340.43112513144,0.5157,745.21897,3200.56306,16.5249,0.38648851691574104,16106.3,6224.9,3804.0,1961.7228
陕西省,2014,1282.2002775,0.0,46082.04860203815,0.5301,804.42343,3521.45904808631,16.7145,0.39826827553357985,17635.6,7023.7,3827.0,2028.6927
陕西省,2015,1206.66294,0.0,47291.47165886636,0.5474,758.2992,3263.5185,17.0069,0.4356591874996564,18188.3,7923.9,3846.0,2105.3004
陕西省,2016,1087.9835176447784,0.0,49960.24780588539,0.5639000000000001,755.66913,3444.9206,17.2471,0.4521922437043391,19354.6,8752.0,3874.0,2184.5486
陕西省,2017,1043.5474154178823,1.25,55778.94467213115,0.5807,760.86112,3760.63965,17.4395006,0.4555912215686005,21776.1,9921.0,3904.0,2267.0528
陕西省,2018,1100.8736999999999,2.5,61955.73645382854,0.5965,797.96571,4024.89125,17.7127813,0.46436020825463564,24354.8,11309.4,3931.0,2344.8415
陕西省,2019,1026.96489,3.75,66466.78498985802,0.6128,803.82916,3482.15159404153,18.0069637,0.4819164965953957,26214.5,12633.2,3944.0,2416.8832
陕西省,2020,826.2475200000001,5.0,66490.5183312263,0.6266,452.57843,3697.35173,18.0660424,0.5060729360763585,26297.0,13308.2,3955.0,2478.203
陕西省,2021,835.28964,8.0,77077.89580171977,0.6363,435.5309789,3945.04736567,18.3414449,0.4955834968467612,30476.6,15103.7,3954.0,2515.9302
陕西省,2022,804.0453299999999,30.635191426432044,83507.58341759353,0.6402,278.81285085,4368.94318879,18.5606931,0.4902589933284094,33035.6,16196.0,3956.0,2532.6312
陕西省,2023,772.8010199999999,52.95654287966369,85972.92510121457,0.6516,673.77,4478.07935742,18.7831,0.5118272923932717,33976.5,17390.1,3952.0,2575.1232
青海省,2012,206.7352254,0.0,27108.581436077056,0.4785,110.11429,527.61992,6.5988,0.4867885522320563,1547.9,753.5,571.0,273.2235
青海省,2013,212.63940000000002,0.0,30404.553415061295,0.4929,95.29734,451.94716,7.0117,0.4898335349346236,1736.1,850.4,571.0,281.4459
青海省,2014,242.94410460000006,0.0,32553.819444444445,0.5084,102.8892989,506.9411371,7.2703,0.5036531384992801,1875.1,944.4,576.0,292.8384
青海省,2015,248.22945,0.0,35603.11958405546,0.5166999999999999,119.1779,445.577,7.5593,0.5266514141069951,2054.3,1081.9,577.0,298.1359
青海省,2016,291.6828,0.0,39702.74914089347,0.5355,125.10571967,475.79987945,7.8585,0.5276755961396979,2310.7,1219.3,582.0,311.661
青海省,2017,331.7580675,0.125,42952.21843003413,0.5545,136.802204,519.46251651,8.0895128,0.5166070719110052,2517.0,1300.3,586.0,324.937
青海省,2018,369.97848,0.25,47698.4667802385,0.5727,141.0082983,551.35923765,8.2137077,0.5126254509089611,2799.9,1435.3,587.0,336.1749
青海省,2019,375.60519,0.375,51189.83050847457,0.5878,128.23494341,398.428901598861,8.376059,0.5110257598834514,3020.2,1543.4,590.0,346.802
青海省,2020,307.75788,0.5,51949.40978077571,0.6008,88.62404,415.73934495,8.5131062,0.5135363240927092,3080.6,1582.0,593.0,356.2744
青海省,2021,337.44780000000003,1.0,58018.51851851852,0.6102,85.01140902,591.59445567,8.6151872,0.4931375678263645,3446.3,1699.5,594.0,362.4588
青海省,2022,341.29827,1.3319648446274803,61805.04201680672,0.6143000000000001,43.33372045,702.63611604,8.7725771,0.45578397781040947,3677.4,1676.1,595.0,365.5085
青海省,2023,345.1487400000001,3.1414898318444564,64801.3468013468,0.628,147.53,803.38094481,8.9416,0.47422841109841013,3849.2,1825.4,594.0,373.032
黑龙江省,2012,1188.1071,0.0,29997.31471535983,0.5688000000000001,559.55234,2002.33148,15.9063,0.35373735565303016,11171.0,3951.6,3724.0,2118.2112
黑龙江省,2013,1204.12782,0.0,32779.596290234585,0.5804,473.30605,1930.03851,16.0206,0.35572938337355414,12017.0,4274.8,3666.0,2127.7464
黑龙江省,2014,1259.1378,0.0,34249.16851441242,0.5922,493.086817,1811.094815,16.2464,0.3879308251936134,12357.1,4793.7,3608.0,2136.6576
黑龙江省,2015,1262.54511,0.0,34069.70813261547,0.6047,487.5416,1545.3471,16.3233,0.4478009182247654,12023.2,5384.0,3529.0,2133.9863
黑龙江省,2016,1075.21146,0.0,35463.182211954954,0.6109,471.07557991,1532.53666128,16.4502,0.4755270379206735,12280.9,5839.9,3463.0,2115.5467
黑龙江省,2017,1050.59196,0.5,37244.77787584584,0.6190000000000001,452.04801734,1657.68513364,16.5989167,0.48776018010189975,12659.5,6174.8,3399.0,2103.981
黑龙江省,2018,1143.83727,1.0,39692.515779981964,0.6345999999999999,433.75403116,1601.30939362,16.7115665,0.5049789106219285,13205.7,6668.6,3327.0,2111.3142
黑龙江省,2019,1106.42265,1.5,42895.545314900155,0.6462,428.99607292,1615.07737502047,16.8710076,0.5093142345568488,13962.5,7111.3,3255.0,2103.381
黑龙江省,2020,950.3004599999999,2.0,44150.42573320719,0.6561,177.54228,1584.75672,16.8118678,0.5071606631381205,14000.1,7100.3,3171.0,2080.4931
黑龙江省,2021,1066.96332,3.5,48936.96,0.6569,190.24455935,1744.81895433,16.8354437,0.5065521029504081,15292.8,7746.6,3125.0,2052.8125
黑龙江省,2022,1200.63465,4.439882815424935,52788.64149725718,0.6621,126.26044492,1851.61732857,16.8958033,0.4996821360457724,16359.2,8174.4,3099.0,2051.8479
黑龙江省,2023,1334.30598,8.526900972149237,53790.65969954278,0.6710999999999999,342.01,1942.21714744,16.9273,0.5296253346852289,16470.7,8723.3,3062.0,2054.9082
